Nome Parlamentar	Partido	UF	Titular/Suplente/Efetivado	Endereço	Anexo	Endereço (continuação)	Gabinete	Endereço (complemento)	Telefone	Fax	Mês Aniversário	Dia Aniversário	Correio Eletrônico	Nome sem Acento	Tratamento	Profissões	Nome Civil
MARX BELTRÃO	PMDB	AL	T	Câmara dos Deputados, Edifício Anexo	3	, gabinete nº	474	Brasília - DF - CEP 70160-900	3215-5474	3215-2474	11	28	dep.marxbeltrao@camara.leg.br	MARX BELTRAO	Exmo. Senhor Deputado		MARX BELTRÃO LIMA SIQUEIRA
MAURÍCIO QUINTELLA LESSA	PR	AL	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	425	Brasília - DF - CEP 70160-900	3215-5425	3215-2425	03	28	dep.mauricioquintellalessa@camara.leg.br	MAURICIO QUINTELLA LESSA	Exmo. Senhor Deputado	Servidor Público	MAURÍCIO QUINTELLA MALTA LESSA
MAURO LOPES	PMDB	MG	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	844	Brasília - DF - CEP 70160-900	3215-5844	3215-2844	05	24	dep.maurolopes@camara.leg.br	MAURO LOPES	Exmo. Senhor Deputado	Empresário e Bacharel Em Direito	MAURO RIBEIRO LOPES
MAURO MARIANI	PMDB	SC	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	925	Brasília - DF - CEP 70160-900	3215-5925	3215-2925	01	08	dep.mauromariani@camara.leg.br	MAURO MARIANI	Exmo. Senhor Deputado	Diretor de Empresas	MAURO MARIANI
MAX FILHO	PSDB	ES	T	Câmara dos Deputados, Edifício Anexo	3	, gabinete nº	276	Brasília - DF - CEP 70160-900	3215-5276	3215-2276	06	24	dep.maxfilho@camara.leg.br	MAX FILHO	Exmo. Senhor Deputado		MAX FREITAS MAURO FILHO
MENDONÇA FILHO	DEM	PE	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	314	Brasília - DF - CEP 70160-900	3215-5314	3215-2314	07	12	dep.mendoncafilho@camara.leg.br	MENDONCA FILHO	Exmo. Senhor Deputado	Administrador de Empresas	JOSÉ MENDONÇA BEZERRA FILHO
MIGUEL HADDAD	PSDB	SP	T	Câmara dos Deputados, Edifício Anexo	3	, gabinete nº	369	Brasília - DF - CEP 70160-900	3215-5369	3215-2369	10	15	dep.miguelhaddad@camara.leg.br	MIGUEL HADDAD	Exmo. Senhor Deputado	Advogado(a)	MIGUEL MOUBADDA HADDAD
MIGUEL LOMBARDI	PR	SP	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	835	Brasília - DF - CEP 70160-900	3215-5835	3215-2835	01	29	dep.miguellombardi@camara.leg.br	MIGUEL LOMBARDI	Exmo. Senhor Deputado	Corretor de Imóveis	MIGUEL LOMBARDI
MILTON MONTI	PR	SP	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	328	Brasília - DF - CEP 70160-900	3215-5328	3215-2328	06	11	dep.miltonmonti@camara.leg.br	MILTON MONTI	Exmo. Senhor Deputado	Economista	MILTON ANTONIO CASQUEL MONTI
MIRO TEIXEIRA	REDE	RJ	T	Câmara dos Deputados, Edifício Anexo	3	, gabinete nº	270	Brasília - DF - CEP 70160-900	3215-5270	3215-2270	05	27	dep.miroteixeira@camara.leg.br	MIRO TEIXEIRA	Exmo. Senhor Deputado	Advogado	MIRO TEIXEIRA
MISAEL VARELLA	DEM	MG	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	721	Brasília - DF - CEP 70160-900	3215-5721	3215-2721	11	27	dep.misaelvarella@camara.leg.br	MISAEL VARELLA	Exmo. Senhor Deputado	Empresário	MISAEL ARTUR FERREIRA VARELLA
MISSIONÁRIO JOSÉ OLIMPIO	PP	SP	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	507	Brasília - DF - CEP 70160-900	3215-5507	3215-2507	12	11	dep.missionariojoseolimpio@camara.leg.br	MISSIONARIO JOSE OLIMPIO	Exmo. Senhor Deputado	Comerciante	JOSÉ OLIMPIO SILVEIRA MORAES
MOEMA GRAMACHO	PT	BA	T	Câmara dos Deputados, Edifício Anexo	3	, gabinete nº	576	Brasília - DF - CEP 70160-900	3215-5576	3215-2576	07	04	dep.moemagramacho@camara.leg.br	MOEMA GRAMACHO	Exma. Senhora Deputada		MOEMA ISABEL PASSOS GRAMACHO
MORONI TORGAN	DEM	CE	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	445	Brasília - DF - CEP 70160-900	3215-5445	3215-2445	06	10	dep.moronitorgan@camara.leg.br	MORONI TORGAN	Exmo. Senhor Deputado	Delegado de Polícia Federal	MORONI BING TORGAN
MOSES RODRIGUES	PPS	CE	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	809	Brasília - DF - CEP 70160-900	3215-5809	3215-2809	06	06	dep.mosesrodrigues@camara.leg.br	MOSES RODRIGUES	Exmo. Senhor Deputado	Administrador,professor de Geografia,professor de História	MOSES HAENDEL MELO RODRIGUES
NELSON MARCHEZAN JUNIOR	PSDB	RS	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	250	Brasília - DF - CEP 70160-900	3215-5250	3215-2250	11	30	dep.nelsonmarchezanjunior@camara.leg.br	NELSON MARCHEZAN JUNIOR	Exmo. Senhor Deputado	Advogado	NELSON MARCHEZAN JÚNIOR
NELSON MARQUEZELLI	PTB	SP	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	920	Brasília - DF - CEP 70160-900	3215-5920	3215-2920	10	29	dep.nelsonmarquezelli@camara.leg.br	NELSON MARQUEZELLI	Exmo. Senhor Deputado	Empresário	NELSON MARQUEZELLI
NELSON MEURER	PP	PR	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	916	Brasília - DF - CEP 70160-900	3215-5916	3215-2916	07	23	dep.nelsonmeurer@camara.leg.br	NELSON MEURER	Exmo. Senhor Deputado	Agropecuarista	NELSON MEURER
NEWTON CARDOSO JR	PMDB	MG	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	932	Brasília - DF - CEP 70160-900	3215-5932	3215-2932	11	11	dep.newtoncardosojr@camara.leg.br	NEWTON CARDOSO JR	Exmo. Senhor Deputado		NEWTON CARDOSO JUNIOR
NILSON LEITÃO	PSDB	MT	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	825	Brasília - DF - CEP 70160-900	3215-5825	3215-2825	02	25	dep.nilsonleitao@camara.leg.br	NILSON LEITAO	Exmo. Senhor Deputado		NILSON APARECIDO LEITÃO
NILSON PINTO	PSDB	PA	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	527	Brasília - DF - CEP 70160-900	3215-5527	3215-2527	03	25	dep.nilsonpinto@camara.leg.br	NILSON PINTO	Exmo. Senhor Deputado	Professor	NILSON PINTO DE OLIVEIRA
NILTO TATTO	PT	SP	T	Câmara dos Deputados, Edifício Anexo	3	, gabinete nº	267	Brasília - DF - CEP 70160-900	3215-5267	3215-2267	07	31	dep.niltotatto@camara.leg.br	NILTO TATTO	Exmo. Senhor Deputado	Coordenador de Projetos	NILTO IGNACIO TATTO
NILTON CAPIXABA	PTB	RO	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	724	Brasília - DF - CEP 70160-900	3215-5724	3215-2724	02	09	dep.niltoncapixaba@camara.leg.br	NILTON CAPIXABA	Exmo. Senhor Deputado	Empresário	NILTON BALBINO
ODELMO LEÃO	PP	MG	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	419	Brasília - DF - CEP 70160-900	3215-5419	3215-2419	05	26	dep.odelmoleao@camara.leg.br	ODELMO LEAO	Exmo. Senhor Deputado	Produtor Rural e Bancário	ODELMO LEÃO CARNEIRO SOBRINHO
ODORICO MONTEIRO	PT	CE	T	Câmara dos Deputados, Edifício Anexo	3	, gabinete nº	582	Brasília - DF - CEP 70160-900	3215-5582	3215-2582	08	11	dep.odoricomonteiro@camara.leg.br	ODORICO MONTEIRO	Exmo. Senhor Deputado	Médico(a)	LUIZ ODORICO MONTEIRO DE ANDRADE
ONYX LORENZONI	DEM	RS	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	828	Brasília - DF - CEP 70160-900	3215-5828	3215-2828	10	03	dep.onyxlorenzoni@camara.leg.br	ONYX LORENZONI	Exmo. Senhor Deputado	Veterinario	ONYX DORNELLES LORENZONI
ORLANDO SILVA	PCdoB	SP	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	923	Brasília - DF - CEP 70160-900	3215-5923	3215-2923	05	27	dep.orlandosilva@camara.leg.br	ORLANDO SILVA	Exmo. Senhor Deputado		ORLANDO SILVA DE JESUS JUNIOR
OSMAR SERRAGLIO	PMDB	PR	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	845	Brasília - DF - CEP 70160-900	3215-5845	3215-2845	05	23	dep.osmarserraglio@camara.leg.br	OSMAR SERRAGLIO	Exmo. Senhor Deputado	Advogado	OSMAR JOSÉ SERRAGLIO
OSMAR TERRA	PMDB	RS	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	927	Brasília - DF - CEP 70160-900	3215-5927	3215-2927	02	18	dep.osmarterra@camara.leg.br	OSMAR TERRA	Exmo. Senhor Deputado	Médico	OSMAR GASPARINI TERRA
OTAVIO LEITE	PSDB	RJ	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	225	Brasília - DF - CEP 70160-900	3215-5225	3215-2225	07	29	dep.otavioleite@camara.leg.br	OTAVIO LEITE	Exmo. Senhor Deputado	Advogado e Professor de Direito	OTAVIO SANTOS SILVA LEITE
PADRE JOÃO	PT	MG	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	743	Brasília - DF - CEP 70160-900	3215-5743	3215-2743	02	28	dep.padrejoao@camara.leg.br	PADRE JOAO	Exmo. Senhor Deputado	Sacerdote Católico	JOÃO CARLOS SIQUEIRA
PAES LANDIM	PTB	PI	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	648	Brasília - DF - CEP 70160-900	3215-5648	3215-2648	03	23	dep.paeslandim@camara.leg.br	PAES LANDIM	Exmo. Senhor Deputado	Professor e Advogado	JOSÉ FRANCISCO PAES LANDIM
PASTOR EURICO	PSB	PE	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	906	Brasília - DF - CEP 70160-900	3215-5906	3215-2906	09	12	dep.pastoreurico@camara.leg.br	PASTOR EURICO	Exmo. Senhor Deputado	Comerciário, Comunicador de Rádio	FRANCISCO EURICO DA SILVA
PASTOR FRANKLIN	PTdoB	MG	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	627	Brasília - DF - CEP 70160-900	3215-5627	3215-2627	04	04	dep.pastorfranklin@camara.leg.br	PASTOR FRANKLIN	Exmo. Senhor Deputado		FRANKLIN ROBERTO DE LIMA SOUZA
PAUDERNEY AVELINO	DEM	AM	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	610	Brasília - DF - CEP 70160-900	3215-5610	3215-2610	09	24	dep.pauderneyavelino@camara.leg.br	PAUDERNEY AVELINO	Exmo. Senhor Deputado	Engenheiro Civil, Professor	PAUDERNEY TOMAZ AVELINO
PAULÃO	PT	AL	T	Câmara dos Deputados, Edifício Anexo	3	, gabinete nº	366	Brasília - DF - CEP 70160-900	3215-5366	3215-2366	09	15	dep.paulao@camara.leg.br	PAULAO	Exmo. Senhor Deputado		PAULO FERNANDO DOS SANTOS
PAULO ABI-ACKEL	PSDB	MG	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	460	Brasília - DF - CEP 70160-900	3215-5460	3215-2460	06	21	dep.pauloabiackel@camara.leg.br	PAULO ABI-ACKEL	Exmo. Senhor Deputado	Advogado	PAULO ABI-ACKEL
PAULO AZI	DEM	BA	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	635	Brasília - DF - CEP 70160-900	3215-5635	3215-2635	01	14	dep.pauloazi@camara.leg.br	PAULO AZI	Exmo. Senhor Deputado	Administrador de Empresas,engenheiro Civil	PAULO VELLOSO DANTAS AZI
PAULO FEIJÓ	PR	RJ	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	336	Brasília - DF - CEP 70160-900	3215-5336	3215-2336	03	23	dep.paulofeijo@camara.leg.br	PAULO FEIJO	Exmo. Senhor Deputado	Engenheiro Mecânico	PAULO FERNANDO FEIJO TORRES
PAULO FOLETTO	PSB	ES	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	839	Brasília - DF - CEP 70160-900	3215-5839	3215-2839	04	30	dep.paulofoletto@camara.leg.br	PAULO FOLETTO	Exmo. Senhor Deputado	Médico	PAULO ROBERTO FOLETTO
PAULO FREIRE	PR	SP	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	416	Brasília - DF - CEP 70160-900	3215-5416	3215-2416	02	14	dep.paulofreire@camara.leg.br	PAULO FREIRE	Exmo. Senhor Deputado	Ministro do Evangelho	PAULO ROBERTO FREIRE DA COSTA
PAULO HENRIQUE LUSTOSA	PP	CE	S	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	335	Brasília - DF - CEP 70160-900	3215-5335	3215-2335	02	08	dep.paulohenriquelustosa@camara.leg.br	PAULO HENRIQUE LUSTOSA	Exmo. Senhor Deputado	Administrador e Consultor	PAULO HENRIQUE ELLERY LUSTOSA DA COSTA
PAULO MAGALHÃES	PSD	BA	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	903	Brasília - DF - CEP 70160-900	3215-5903	3215-2903	11	28	dep.paulomagalhaes@camara.leg.br	PAULO MAGALHAES	Exmo. Senhor Deputado	Administrador de Empresas	PAULO SÉRGIO PARANHOS DE MAGALHÃES
PAULO MALUF	PP	SP	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	512	Brasília - DF - CEP 70160-900	3215-5512	3215-2512	09	03	dep.paulomaluf@camara.leg.br	PAULO MALUF	Exmo. Senhor Deputado	Engenheiro Civil, Industrial	PAULO SALIM MALUF
PAULO PEREIRA DA SILVA	SD	SP	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	217	Brasília - DF - CEP 70160-900	3215-5217	3215-2217	02	24	dep.paulopereiradasilva@camara.leg.br	PAULO PEREIRA DA SILVA	Exmo. Senhor Deputado	Sindicalista, Controlador de Qualidade, Metalúrgico	PAULO PEREIRA DA SILVA
PAULO PIMENTA	PT	RS	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	552	Brasília - DF - CEP 70160-900	3215-5552	3215-2552	03	19	dep.paulopimenta@camara.leg.br	PAULO PIMENTA	Exmo. Senhor Deputado	Técnico Agrícola e Jornalista	PAULO ROBERTO SEVERO PIMENTA
PAULO TEIXEIRA	PT	SP	T	Câmara dos Deputados, Edifício Anexo	3	, gabinete nº	281	Brasília - DF - CEP 70160-900	3215-5281	3215-2281	05	06	dep.pauloteixeira@camara.leg.br	PAULO TEIXEIRA	Exmo. Senhor Deputado	Advogado	LUIZ PAULO TEIXEIRA FERREIRA
PEDRO CHAVES	PMDB	GO	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	406	Brasília - DF - CEP 70160-900	3215-5406	3215-2406	08	28	dep.pedrochaves@camara.leg.br	PEDRO CHAVES	Exmo. Senhor Deputado	Engenheiro Civil	PEDRO PINHEIRO CHAVES
PEDRO FERNANDES	PTB	MA	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	814	Brasília - DF - CEP 70160-900	3215-5814	3215-2814	03	02	dep.pedrofernandes@camara.leg.br	PEDRO FERNANDES	Exmo. Senhor Deputado	Engenheiro Civil e Bancário	PEDRO FERNANDES RIBEIRO
PEDRO UCZAI	PT	SC	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	229	Brasília - DF - CEP 70160-900	3215-5229	3215-2229	03	10	dep.pedrouczai@camara.leg.br	PEDRO UCZAI	Exmo. Senhor Deputado	Professor Universitário	PEDRO FRANCISCO UCZAI
PEDRO VILELA	PSDB	AL	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	705	Brasília - DF - CEP 70160-900	3215-5705	3215-2705	05	01	dep.pedrovilela@camara.leg.br	PEDRO VILELA	Exmo. Senhor Deputado		PEDRO TORRES BRANDÃO VILELA
PEPE VARGAS	PT	RS	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	858	Brasília - DF - CEP 70160-900	3215-5858	3215-2858	10	29	dep.pepevargas@camara.leg.br	PEPE VARGAS	Exmo. Senhor Deputado	Médico	GILBERTO JOSÉ SPIER VARGAS
POMPEO DE MATTOS	PDT	RS	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	704	Brasília - DF - CEP 70160-900	3215-5704	3215-2704	07	12	dep.pompeodemattos@camara.leg.br	POMPEO DE MATTOS	Exmo. Senhor Deputado	Advogado e Bancário	DARCI POMPEO DE MATTOS
PR. MARCO FELICIANO	PSC	SP	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	254	Brasília - DF - CEP 70160-900	3215-5254	3215-2254	10	12	dep.pr.marcofeliciano@camara.leg.br	PR. MARCO FELICIANO	Exmo. Senhor Deputado	Conferencista, Empresário, Pastor Evangélico	MARCO ANTÔNIO FELICIANO
PROFESSOR VICTÓRIO GALLI	PSC	MT	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	539	Brasília - DF - CEP 70160-900	3215-5539	3215-2539	04	30	dep.professorvictoriogalli@camara.leg.br	PROFESSOR VICTORIO GALLI	Exmo. Senhor Deputado		VICTORIO GALLI FILHO
PROFESSORA DORINHA SEABRA REZENDE	DEM	TO	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	432	Brasília - DF - CEP 70160-900	3215-5432	3215-2432	10	01	dep.professoradorinhaseabrarezende@camara.leg.br	PROFESSORA DORINHA SEABRA REZENDE	Exma. Senhora Deputada	Professora Universitária	MARIA AUXILIADORA SEABRA REZENDE
PROFESSORA MARCIVANIA	PT	AP	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	338	Brasília - DF - CEP 70160-900	3215-5338	3215-2338	06	21	dep.professoramarcivania@camara.leg.br	PROFESSORA MARCIVANIA	Exma. Senhora Deputada	Professor de Português, Servidor Público Estadual	MARCIVANIA DO SOCORRO DA ROCHA FLEXA
RAFAEL MOTTA	PSB	RN	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	737	Brasília - DF - CEP 70160-900	3215-5737	3215-2737	08	15	dep.rafaelmotta@camara.leg.br	RAFAEL MOTTA	Exmo. Senhor Deputado	Engenheiro	RAFAEL HUETE DA MOTTA
RAIMUNDO GOMES DE MATOS	PSDB	CE	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	725	Brasília - DF - CEP 70160-900	3215-5725	3215-2725	03	30	dep.raimundogomesdematos@camara.leg.br	RAIMUNDO GOMES DE MATOS	Exmo. Senhor Deputado	Médico	RAIMUNDO GOMES DE MATOS
RAQUEL MUNIZ	PSC	MG	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	444	Brasília - DF - CEP 70160-900	3215-5444	3215-2444	07	24	dep.raquelmuniz@camara.leg.br	RAQUEL MUNIZ	Exma. Senhora Deputada	Médica	TANIA RAQUEL DE QUEIROZ MUNIZ
RAUL JUNGMANN	PPS	PE	S	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	754	Brasília - DF - CEP 70160-900	3215-5754	3215-2754	04	03	dep.rauljungmann@camara.leg.br	RAUL JUNGMANN	Exmo. Senhor Deputado	Outros	RAUL BELENS JUNGMANN PINTO
REGINALDO LOPES	PT	MG	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	426	Brasília - DF - CEP 70160-900	3215-5426	3215-2426	04	02	dep.reginaldolopes@camara.leg.br	REGINALDO LOPES	Exmo. Senhor Deputado	Economista	REGINALDO LÁZARO DE OLIVEIRA LOPES
REMÍDIO MONAI	PR	RR	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	641	Brasília - DF - CEP 70160-900	3215-5641	3215-2641	08	07	dep.remidiomonai@camara.leg.br	REMIDIO MONAI	Exmo. Senhor Deputado		REMIDIO MONAI MONTESSI
RENATA ABREU	PTN	SP	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	726	Brasília - DF - CEP 70160-900	3215-5726	3215-2726	04	15	dep.renataabreu@camara.leg.br	RENATA ABREU	Exma. Senhora Deputada	Advogada	RENATA HELLMEISTER DE ABREU
RENATO MOLLING	PP	RS	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	337	Brasília - DF - CEP 70160-900	3215-5337	3215-2337	10	01	dep.renatomolling@camara.leg.br	RENATO MOLLING	Exmo. Senhor Deputado	Administrador, Assessor Político, Industriário, Professor e Auxiliar de Escritório	RENATO DELMAR MOLLING
RENZO BRAZ	PP	MG	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	736	Brasília - DF - CEP 70160-900	3215-5736	3215-2736	04	11	dep.renzobraz@camara.leg.br	RENZO BRAZ	Exmo. Senhor Deputado	Administrador de Empresas	RENZO DO AMARAL BRAZ
RICARDO BARROS	PP	PR	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	412	Brasília - DF - CEP 70160-900	3215-5412	3215-2412	11	15	dep.ricardobarros@camara.leg.br	RICARDO BARROS	Exmo. Senhor Deputado	Engenheiro Civil e Empresário	RICARDO JOSÉ MAGALHÃES BARROS
RICARDO IZAR	PSD	SP	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	634	Brasília - DF - CEP 70160-900	3215-5634	3215-2634	08	01	dep.ricardoizar@camara.leg.br	RICARDO IZAR	Exmo. Senhor Deputado	Economista, Empresário	RICARDO IZAR JUNIOR
RICARDO TEOBALDO	PMB	PE	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	603	Brasília - DF - CEP 70160-900	3215-5603	3215-2603	10	18	dep.ricardoteobaldo@camara.leg.br	RICARDO TEOBALDO	Exmo. Senhor Deputado		RICARDO TEOBALDO CAVALCANTI
RICARDO TRIPOLI	PSDB	SP	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	241	Brasília - DF - CEP 70160-900	3215-5241	3215-2241	04	17	dep.ricardotripoli@camara.leg.br	RICARDO TRIPOLI	Exmo. Senhor Deputado	Advogado.	JOSÉ RICARDO ALVARENGA TRIPOLI
ROBERTO ALVES	PRB	SP	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	946	Brasília - DF - CEP 70160-900	3215-5946	3215-2946	05	27	dep.robertoalves@camara.leg.br	ROBERTO ALVES	Exmo. Senhor Deputado		BENEDITO ROBERTO ALVES FERREIRA
ROBERTO BALESTRA	PP	GO	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	219	Brasília - DF - CEP 70160-900	3215-5219	3215-2219	05	24	dep.robertobalestra@camara.leg.br	ROBERTO BALESTRA	Exmo. Senhor Deputado	Agropecuarista, Técnico Em Laticínios, Comerciante, Industrial e Advogado	ROBERTO EGÍDIO BALESTRA
ROBERTO BRITTO	PP	BA	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	733	Brasília - DF - CEP 70160-900	3215-5733	3215-2733	04	03	dep.robertobritto@camara.leg.br	ROBERTO BRITTO	Exmo. Senhor Deputado	Professor Universitário	ROBERTO PEREIRA DE BRITTO
ROBERTO FREIRE	PPS	SP	S	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	242	Brasília - DF - CEP 70160-900	3215-5242	3215-2242	04	20	dep.robertofreire@camara.leg.br	ROBERTO FREIRE	Exmo. Senhor Deputado	Advogado	ROBERTO JOÃO PEREIRA FREIRE
ROBERTO GÓES	PDT	AP	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	462	Brasília - DF - CEP 70160-900	3215-5462	3215-2462	06	22	dep.robertogoes@camara.leg.br	ROBERTO GOES	Exmo. Senhor Deputado	Administrador	ANTONIO ROBERTO RODRIGUES GÓES DA SILVA
ROBERTO SALES	PRB	RJ	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	332	Brasília - DF - CEP 70160-900	3215-5332	3215-2332	08	14	dep.robertosales@camara.leg.br	ROBERTO SALES	Exmo. Senhor Deputado	Administrador,corretor de Imóveis	ROBERTO DA SILVA SALES
ROCHA	PSDB	AC	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	607	Brasília - DF - CEP 70160-900	3215-5607	3215-2607	10	23	dep.rocha@camara.leg.br	ROCHA	Exmo. Senhor Deputado	Bacharel  Em Direito,jornalista,oficial da Polícia Militar	WHERLES FERNANDES DA ROCHA
RODRIGO DE CASTRO	PSDB	MG	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	701	Brasília - DF - CEP 70160-900	3215-5701	3215-2701	07	15	dep.rodrigodecastro@camara.leg.br	RODRIGO DE CASTRO	Exmo. Senhor Deputado	Advogado e Administrador de Empresas	RODRIGO BATISTA DE CASTRO
RODRIGO MAIA	DEM	RJ	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	308	Brasília - DF - CEP 70160-900	3215-5308	3215-2308	06	12	dep.rodrigomaia@camara.leg.br	RODRIGO MAIA	Exmo. Senhor Deputado	Bancário	RODRIGO FELINTO IBARRA EPITÁCIO MAIA
RODRIGO MARTINS	PSB	PI	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	558	Brasília - DF - CEP 70160-900	3215-5558	3215-2558	08	02	dep.rodrigomartins@camara.leg.br	RODRIGO MARTINS	Exmo. Senhor Deputado	Cirurgião-dentista	RODRIGO RODRIGUES DE SOUZA MARTINS
RODRIGO PACHECO	PMDB	MG	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	720	Brasília - DF - CEP 70160-900	3215-5720	3215-2720	11	03	dep.rodrigopacheco@camara.leg.br	RODRIGO PACHECO	Exmo. Senhor Deputado	Advogado(a)	RODRIGO OTAVIO SOARES PACHECO
ROGÉRIO MARINHO	PSDB	RN	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	446	Brasília - DF - CEP 70160-900	3215-5446	3215-2446	11	26	dep.rogeriomarinho@camara.leg.br	ROGERIO MARINHO	Exmo. Senhor Deputado		ROGÉRIO SIMONETTI MARINHO
ROGÉRIO PENINHA MENDONÇA	PMDB	SC	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	656	Brasília - DF - CEP 70160-900	3215-5656	3215-2656	01	27	dep.rogeriopeninhamendonca@camara.leg.br	ROGERIO PENINHA MENDONCA	Exmo. Senhor Deputado	Engenheiro Agrônomo	ROGÉRIO MENDONÇA
ROGÉRIO ROSSO	PSD	DF	T	Câmara dos Deputados, Edifício Anexo	3	, gabinete nº	283	Brasília - DF - CEP 70160-900	3215-5283	3215-2283	08	30	dep.rogeriorosso@camara.leg.br	ROGERIO ROSSO	Exmo. Senhor Deputado	Músico, Advogado	ROGÉRIO SCHUMANN ROSSO
RÔMULO GOUVEIA	PSD	PB	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	411	Brasília - DF - CEP 70160-900	3215-5411	3215-2411	03	19	dep.romulogouveia@camara.leg.br	ROMULO GOUVEIA	Exmo. Senhor Deputado	Servidor Público	RÔMULO JOSÉ DE GOUVEIA
RONALDO BENEDET	PMDB	SC	T	Câmara dos Deputados, Edifício Anexo	4	, gabinete nº	918	Brasília - DF - CEP 70160-900	3215-5918	3215-2918	03	09	dep.ronaldobenedet@camara.leg.br	RONALDO BENEDET	Exmo. Senhor Deputado	Advogado	RONALDO JOSÉ BENEDET
